sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type
Maimunah Wulandari,individual,Kajen Kusmawati,individual,2025-09-08,4625926147,True,over_limit
"Setya Usada, M.Ak",individual,Kenzie Widiastuti,individual,2024-02-01,54470162,False,
"R. Respati Fujiati, S.I.Kom",individual,Partai Indonesia Maju,political-party,2025-10-30,47817183,False,
Perum Wahyuni Hardiansyah (Persero) Tbk,corporation,Partai Solidaritas Indonesia,political-party,2024-07-01,485727804,False,
"Olivia Rahayu, M.Farm",individual,Partai Demokrat,political-party,2024-04-20,137125748,False,
UD Fujiati,corporation,Elisa Budiman,individual,2025-09-29,5161525062,True,self_funded
UD Kurniawan Hartati,corporation,Diana Uyainah,individual,2025-03-21,296628163,True,proxy
PT Wulandari Irawan Tbk,corporation,dr. Tami Zulaika,individual,2025-04-15,739797209,True,proxy
Drs. Titin Setiawan,individual,"Ir. Widya Hutagalung, S.T.",individual,2025-04-10,1790788514,True,self_funded
Bella Budiyanto,individual,Cinthia Fujiati,individual,2024-10-30,1876870979,False,
UD Samosir Wastuti,corporation,Kania Budiyanto,individual,2025-12-05,13418878162,False,
Puji Pertiwi,individual,Ajeng Budiman,individual,2024-10-20,1970080949,False,
UD Puspita,organization,"R.A. Sakura Yuliarti, S.Kom",individual,2025-06-23,1667830684,True,proxy
Nadine Hutasoit,individual,Jessica Nababan,individual,2024-04-27,1778896202,False,
Ophelia Mustofa,individual,Partai Harapan Bangsa,political-party,2025-11-15,179910950,False,
Anita Hutasoit,individual,"Kenes Hassanah, M.Kom.",individual,2025-07-06,247770272,False,
R.A. Titin Marpaung,individual,Partai Rakyat Sejahtera,political-party,2025-08-06,97524204,False,
"Ir. Vicky Novitasari, S.T.",individual,Cornelia Prakasa,individual,2025-04-10,52076577,True,smurfing
PD Suartini Mandasari Tbk,corporation,Eka Iswahyudi,individual,2024-12-22,2438461318,False,
Baktianto Saefullah,individual,Partai Harapan Bangsa,political-party,2025-09-29,129275159,False,
PD Nugroho Tbk,organization,"Septi Prasasta, S.Ked",individual,2024-04-02,11055308,True,smurfing
Perum Putra (Persero) Tbk,corporation,Partai Rakyat Sejahtera,political-party,2024-03-22,134856783,False,
PT Yolanda Adriansyah (Persero) Tbk,organization,"Salwa Purnawati, M.Ak",individual,2024-09-25,1689895128,True,proxy
PD Mahendra Oktaviani,organization,Partai Amanat Rakyat,political-party,2025-02-18,1507960083,True,over_limit
CV Putra (Persero) Tbk,organization,Raden Budiman,individual,2025-02-25,10828438063,False,
Raisa Damanik,individual,"KH. Rama Maryadi, S.H.",individual,2024-07-08,853272268,False,
Gamani Mandasari,individual,Partai Solidaritas Indonesia,political-party,2024-01-30,91496017,False,
UD Mansur Ramadan (Persero) Tbk,organization,Partai Harapan Bangsa,political-party,2025-01-11,34142297,True,smurfing
Perum Ramadan (Persero) Tbk,organization,Partai Kebangkitan Rakyat,political-party,2024-12-28,82526343,False,
"Puti Fathonah Kuswoyo, S.Sos",individual,Partai Nasional Demokrat,political-party,2025-12-01,88247849,False,
CV Rahayu Yulianti Tbk,organization,Aurora Wijayanti,individual,2024-08-23,11500727829,False,
UD Iswahyudi Hartati,corporation,Fitria Nashiruddin,individual,2025-02-28,7517272042,False,
UD Kurniawan (Persero) Tbk,corporation,Partai Kebangkitan Rakyat,political-party,2025-09-02,618011038,False,
UD Farida Sitorus Tbk,organization,"Hj. Rina Mansur, S.Pd",individual,2024-09-06,16934878,True,smurfing
Yoga Siregar,individual,"drg. Banara Megantara, S.I.Kom",individual,2024-10-29,96652860,False,
Ian Palastri,individual,Ir. Mulyanto Tamba,individual,2024-01-20,370052246,True,self_funded
"H. Limar Wacana, S.Pd",individual,Partai Indonesia Maju,political-party,2024-12-03,17014314,False,
"dr. Ika Hassanah, S.I.Kom",individual,Partai Amanat Rakyat,political-party,2025-01-30,108463112,False,
Genta Prasetyo,individual,Partai Harapan Bangsa,political-party,2024-11-25,115060003,False,
Ganjaran Santoso,individual,Partai Solidaritas Indonesia,political-party,2025-07-30,150882684,False,
Asirwanda Hutasoit,individual,R.A. Hesti Uwais,individual,2025-08-15,543267473,True,self_funded
Tasdik Putra,individual,R. Darmana Gunarto,individual,2024-03-12,1773014531,False,
Dr. Candra Rajasa,individual,"Sutan Jaga Tampubolon, M.Ak",individual,2024-11-09,204183567,False,
"Zelda Agustina, S.Farm",individual,Partai Nasional Demokrat,political-party,2025-01-30,166207916,False,
Hj. Winda Wibowo,individual,"Tgk. Darijan Mandasari, S.Pt",individual,2024-10-07,1498545914,False,
Perum Yuniar Pradana Tbk,corporation,"Nyoman Halim, S.Kom",individual,2024-03-16,399872412,True,self_funded
Perum Winarsih,corporation,Partai Persatuan,political-party,2025-01-23,220349305,False,
CV Mardhiyah Latupono (Persero) Tbk,corporation,Ade Najmudin,individual,2024-06-18,20922113190,False,
Tira Damanik,individual,Dr. Restu Pratama,individual,2024-07-18,2496612681,True,self_funded
CV Samosir,corporation,Shania Narpati,individual,2024-02-15,15435186,True,smurfing
CV Hakim Sitorus,corporation,"Tgk. Prayogo Prakasa, S.T.",individual,2024-01-05,16485603639,True,self_funded
Perum Siregar (Persero) Tbk,corporation,Alambana Namaga,individual,2025-04-05,48755798,True,smurfing
CV Halim,organization,"Anggabaya Suartini, S.E.",individual,2025-01-25,1476514513,True,proxy
UD Rahimah Tbk,corporation,Prasetya Situmorang,individual,2025-06-13,12732290670,False,
UD Waskita Iswahyudi,corporation,Shakila Nugroho,individual,2024-10-24,4980551187,True,self_funded
PT Usada (Persero) Tbk,corporation,Pardi Saefullah,individual,2025-02-26,1119874898,True,self_funded
PT Kusumo,organization,Partai Nasional Demokrat,political-party,2024-09-01,291705924,False,
Darijan Pratama,individual,Diah Palastri,individual,2024-11-19,1685353310,False,
CV Gunawan Gunarto (Persero) Tbk,corporation,Diah Hutapea,individual,2024-07-18,9682502757,True,self_funded
PT Pratama Wibisono Tbk,corporation,Partai Keadilan Indonesia,political-party,2024-11-18,318281164,False,
UD Habibi Novitasari (Persero) Tbk,corporation,Mahfud Gunawan,individual,2024-09-25,10912080597,False,
"Darmaji Winarsih, S.E.I",individual,"Drs. Maria Pangestu, S.Ked",individual,2024-03-28,1044555040,True,self_funded
UD Melani,organization,Lili Saputra,individual,2025-11-19,171765839,False,
"R. Kamaria Kusumo, M.Farm",individual,Partai Indonesia Maju,political-party,2024-03-18,11727470,False,
"dr. Gatra Usamah, S.H.",individual,Parman Nuraini,individual,2024-11-23,90330207,True,smurfing
PT Safitri Aryani (Persero) Tbk,corporation,"Labuh Padmasari, M.Kom.",individual,2024-03-25,10753210717,True,self_funded
PT Nababan,corporation,Dt. Mursinin Halimah,individual,2025-04-12,10385431810,False,
Aisyah Mandala,individual,Partai Kebangkitan Rakyat,political-party,2024-07-24,41371359,False,
Hasim Zulaika,individual,Ami Palastri,individual,2024-03-29,2193890811,False,
CV Utami Tbk,corporation,Partai Persatuan,political-party,2024-02-19,480242042,False,
Perum Yulianti Prasetyo,corporation,Dr. Elisa Nurdiyanti,individual,2024-07-01,15648417129,True,self_funded
Pemkot Bogor,organization,"Drs. Nabila Ramadan, S.Gz",individual,2025-08-08,13289252798,True,illegal_source
UD Natsir (Persero) Tbk,corporation,Safina Sihotang,individual,2024-01-10,1460240,True,smurfing
CV Purwanti Wasita (Persero) Tbk,corporation,Partai Demokrat,political-party,2024-06-07,294901464,False,
PD Pranowo Tbk,corporation,Daliman Palastri,individual,2025-10-19,12359140862,True,self_funded
Galang Anggriawan,individual,Chelsea Pradipta,individual,2024-05-01,748681660,False,
CV Wijaya,corporation,Kartika Wacana,individual,2025-02-18,15681750464,True,self_funded
Aditya Prabowo,individual,Partai Keadilan Indonesia,political-party,2024-03-01,77199677,False,
PT Puspasari Laksmiwati (Persero) Tbk,organization,Vivi Waluyo,individual,2025-06-24,1686452958,True,proxy
PT Maheswara Budiyanto,organization,Partai Rakyat Sejahtera,political-party,2025-04-23,177253250,True,proxy
"Laras Mansur, S.Pt",individual,Partai Kebangkitan Rakyat,political-party,2025-06-05,36614698,False,
R. Lasmono Rajasa,individual,"Dr. Lili Nugroho, S.IP",individual,2025-09-28,205940187,True,self_funded
R.A. Dewi Suryatmi,individual,Cemani Pertiwi,individual,2024-08-05,133535208,False,
"Victoria Mandala, S.E.I",individual,Hana Riyanti,individual,2024-04-29,2209481659,False,
Perum Tarihoran,organization,Partai Keadilan Indonesia,political-party,2024-08-01,645394715,False,
Lala Hastuti,individual,Partai Amanat Rakyat,political-party,2025-12-25,20231075,False,
Rahmi Putra,individual,"Gaduh Kuswandari, S.Sos",individual,2025-06-25,1323930987,False,
PD Megantara Rahayu,corporation,Humaira Usada,individual,2025-09-04,23226281140,True,self_funded
PD Riyanti,organization,"R. Ana Maulana, S.I.Kom",individual,2024-04-19,608767421,True,proxy
PT Pertiwi Tbk,corporation,Zamira Situmorang,individual,2024-05-25,818964421,True,proxy
Ridwan Uyainah,individual,Rangga Marbun,individual,2024-07-28,555043418,False,
UD Prasetyo Saptono Tbk,organization,Parman Astuti,individual,2024-02-03,1395949308,True,proxy
Oskar Hutagalung,individual,Partai Persatuan,political-party,2025-07-16,20408050,True,smurfing
CV Mustofa Suartini,organization,Partai Keadilan Indonesia,political-party,2025-03-13,141807934,True,proxy
Drs. Janet Haryanti,individual,Partai Kebangkitan Rakyat,political-party,2025-09-22,128450648,False,
"Uli Situmorang, S.Sos",individual,Malik Permadi,individual,2025-10-25,233226692,False,
UD Yulianti Firmansyah (Persero) Tbk,corporation,"Icha Saefullah, S.Ked",individual,2025-09-03,1799398669,True,proxy
PD Salahudin Hutapea,organization,Zulaikha Firmansyah,individual,2025-01-24,36547592,True,smurfing
Sadina Maulana,individual,Partai Solidaritas Indonesia,political-party,2025-05-19,15547075,True,smurfing
dr. Asirwada Yuniar,individual,Kemba Hutapea,individual,2025-11-29,399147507,False,
Jagaraga Budiyanto,individual,Hadi Winarno,individual,2024-11-15,692019448,False,
PT Laksita Yolanda Tbk,organization,Vera Habibi,individual,2024-08-23,336676035,True,proxy
CV Uyainah (Persero) Tbk,organization,"Wawan Mansur, M.Pd",individual,2025-07-28,985286074,True,proxy
Perum Permata Hassanah (Persero) Tbk,corporation,Partai Indonesia Maju,political-party,2024-06-08,21453669,True,smurfing
Rachel Uyainah,individual,"Cut Paramita Maryadi, S.Farm",individual,2025-02-26,460583897,False,
PD Sitorus Tbk,corporation,Kania Budiyanto,individual,2024-10-25,19030598242,False,
"Bakda Nugroho, S.E.I",individual,Wasis Natsir,individual,2025-08-30,835074403,True,self_funded
Perum Kuswandari Prabowo,corporation,"Ir. Cahyanto Pranowo, M.Farm",individual,2025-10-30,16893091715,True,self_funded
PD Saputra,corporation,dr. Aris Aryani,individual,2024-12-13,20607943157,True,self_funded
PD Tarihoran Budiman (Persero) Tbk,organization,Partai Rakyat Sejahtera,political-party,2025-02-06,639951769,False,
PT Maryadi,corporation,Partai Keadilan Indonesia,political-party,2025-09-30,622204025,False,
UD Maulana Tbk,organization,Adika Simanjuntak,individual,2025-06-18,612571964,True,proxy
CV Sihombing Megantara,corporation,"dr. Hadi Pratiwi, M.Pd",individual,2025-12-29,900796329,True,proxy
UD Napitupulu Usamah,corporation,Partai Indonesia Maju,political-party,2025-11-17,82038191,False,
Bakiman Rahimah,individual,Syahrini Mandala,individual,2024-04-28,1334850095,False,
Cengkir Lailasari,individual,Partai Solidaritas Indonesia,political-party,2024-07-04,72080186,False,
PT Utami Iswahyudi (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2025-11-17,1239828058,True,proxy
CV Handayani Laksita,organization,Ayu Hartati,individual,2025-03-30,55522169,True,smurfing
UD Uyainah Puspita (Persero) Tbk,organization,Partai Harapan Bangsa,political-party,2025-06-15,1356109589,True,over_limit
PD Santoso Permata,organization,"Cut Michelle Safitri, M.M.",individual,2025-01-21,675221472,True,proxy
Tgk. Shakila Purwanti,individual,Irfan Ardianto,individual,2025-06-12,14353797,False,
Cut Umi Winarsih,individual,Partai Demokrat,political-party,2024-04-10,100680413,False,
UD Prasetyo,organization,Partai Harapan Bangsa,political-party,2024-11-02,307355605,False,
Lala Mahendra,individual,"Karta Namaga, S.Kom",individual,2024-11-13,199553361,True,self_funded
Harto Prasasta,individual,Partai Indonesia Maju,political-party,2024-01-07,79180410,True,smurfing
PT Purnawati Ramadan (Persero) Tbk,corporation,"Puti Sari Namaga, S.Kom",individual,2025-04-17,23985035919,True,self_funded
Marsudi Hidayat,individual,Partai Rakyat Sejahtera,political-party,2024-08-10,32347391,False,
PT Siregar Mayasari,corporation,"Hj. Dalima Rahimah, S.Psi",individual,2025-02-23,30179180,True,proxy
PT Pertamina (Persero),corporation,Partai Kebangkitan Rakyat,political-party,2025-11-09,493453314,True,illegal_source
Hilda Andriani,individual,"Rangga Astuti, S.Gz",individual,2025-05-31,1631373679,False,
PT Wijaya (Persero) Tbk,corporation,Harto Widodo,individual,2024-07-04,4365357653,True,self_funded
PT Mansur Kuswoyo (Persero) Tbk,corporation,R. Nabila Lailasari,individual,2025-03-05,54859531,True,proxy
Clara Nuraini,individual,Partai Amanat Rakyat,political-party,2025-05-19,167085338,False,
"Oni Melani, M.Pd",individual,"Raditya Wijaya, S.Pd",individual,2024-10-21,1454370789,False,
CV Prasetyo Permadi,organization,"dr. Maya Susanti, S.Pd",individual,2025-12-03,17182156062,False,
PT Pertamina (Persero),corporation,Wawan Utami,individual,2025-01-18,31150398733,True,illegal_source
Perum Rahayu Situmorang,corporation,Embuh Thamrin,individual,2024-10-24,20823409527,True,self_funded
CV Saputra,corporation,"Opan Usamah, S.Kom",individual,2024-05-24,4444358671,False,
PD Maulana Suartini,corporation,Baktianto Andriani,individual,2025-09-15,2250140917,False,
PT Permadi,corporation,Partai Harapan Bangsa,political-party,2025-07-14,326566924,False,
Patricia Wahyudin,individual,Partai Rakyat Sejahtera,political-party,2025-06-27,58107259,True,smurfing
Zulaikha Saefullah,individual,Jamalia Maryadi,individual,2025-06-02,1326846561,True,self_funded
Putri Hidayat,individual,Iriana Maryadi,individual,2024-07-22,72855057,False,
Perum Prayoga Prayoga,corporation,Uchita Pertiwi,individual,2025-11-08,11339028823,False,
Perum Hidayat (Persero) Tbk,corporation,Partai Solidaritas Indonesia,political-party,2025-11-25,597867786,False,
CV Wacana,corporation,Partai Solidaritas Indonesia,political-party,2025-02-04,297756134,False,
PT Suryono,organization,Partai Harapan Bangsa,political-party,2025-01-19,58356492,True,smurfing
UD Maulana,corporation,"Cut Zalindra Mangunsong, M.Pd",individual,2024-11-05,9413902326,False,
PT Firmansyah Januar,organization,Partai Rakyat Sejahtera,political-party,2024-05-04,27304223,False,
PT Halimah,corporation,Omar Mahendra,individual,2024-05-11,1367063020,True,proxy
Perum Utami,corporation,"Uchita Siregar, S.Farm",individual,2024-12-16,22729791694,True,self_funded
Pemerintah Kota Surabaya,organization,Partai Keadilan Indonesia,political-party,2024-11-29,732044902,True,illegal_source
Perum Natsir Prasetya (Persero) Tbk,corporation,Maria Wasita,individual,2024-01-19,5596772045,True,self_funded
PT Yuliarti,corporation,Partai Rakyat Sejahtera,political-party,2025-06-23,699239308,False,
Drs. Wasis Rahimah,individual,Asmianto Dabukke,individual,2024-10-13,1227902722,True,self_funded
CV Maryadi Tbk,corporation,"Lalita Manullang, M.TI.",individual,2024-06-28,17624763928,False,
CV Prasetyo Farida,corporation,Partai Harapan Bangsa,political-party,2025-05-18,766901771,True,proxy
Perum Ardianto Namaga (Persero) Tbk,corporation,"Dr. Kasiyah Safitri, S.Psi",individual,2025-01-17,12901790,True,smurfing
Danang Haryanti,individual,Zalindra Napitupulu,individual,2024-09-10,208758317,False,
UD Saptono Siregar,corporation,Karna Sitorus,individual,2025-05-23,6282167058,False,
"Drs. Rahmi Widodo, S.Psi",individual,Maras Oktaviani,individual,2024-07-19,787164346,False,
UD Nababan Tbk,corporation,Yani Hardiansyah,individual,2024-11-26,2189000887,False,
PT Rahimah Safitri,corporation,Vanesa Kuswoyo,individual,2025-04-30,26269888,True,smurfing
Perum Usamah Santoso,corporation,"Heryanto Waluyo, M.M.",individual,2024-02-28,48428289,True,smurfing
PD Utami Waskita,corporation,Gabriella Winarno,individual,2025-07-11,17016235465,False,
Capa Wijayanti,individual,H. Pangeran Dongoran,individual,2024-03-02,1593959930,False,
Nasim Nasyiah,individual,Partai Solidaritas Indonesia,political-party,2025-11-30,113121713,False,
CV Kurniawan,organization,Ihsan Hastuti,individual,2024-08-31,40919343,True,smurfing
Among Nababan,individual,"Drs. Paulin Wibowo, S.E.",individual,2025-09-28,1105303279,True,self_funded
PT Puspita (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2025-05-01,25453177,True,smurfing
UD Napitupulu,organization,Partai Solidaritas Indonesia,political-party,2025-10-29,360288451,False,
PD Prabowo Nainggolan,corporation,"Jaswadi Kuswandari, M.Kom.",individual,2024-06-15,199288437,True,proxy
"Cayadi Megantara, S.Pd",individual,Partai Indonesia Maju,political-party,2025-11-01,158785607,False,
Kayla Kusmawati,individual,Partai Solidaritas Indonesia,political-party,2024-07-27,72410173,True,smurfing
